,Mon_00,Mon_01,Mon_05,Mon_06,Mon_07,Mon_08,Mon_09,Mon_10,Mon_11,Mon_12,Mon_13,Mon_14,Mon_15,Mon_16,Mon_17,Mon_18,Mon_19,Mon_20,Mon_21,Mon_22,Mon_23,Tue_00,Tue_01,Tue_05,Tue_06,Tue_07,Tue_08,Tue_09,Tue_10,Tue_11,Tue_12,Tue_13,Tue_14,Tue_15,Tue_16,Tue_17,Tue_18,Tue_19,Tue_20,Tue_21,Tue_22,Tue_23,Wed_00,Wed_01,Wed_05,Wed_06,Wed_07,Wed_08,Wed_09,Wed_10,Wed_11,Wed_12,Wed_13,Wed_14,Wed_15,Wed_16,Wed_17,Wed_18,Wed_19,Wed_20,Wed_21,Wed_22,Wed_23,Thu_00,Thu_01,Thu_05,Thu_06,Thu_07,Thu_08,Thu_09,Thu_10,Thu_11,Thu_12,Thu_13,Thu_14,Thu_15,Thu_16,Thu_17,Thu_18,Thu_19,Thu_20,Thu_21,Thu_22,Thu_23,Fri_00,Fri_01,Fri_05,Fri_06,Fri_07,Fri_08,Fri_09,Fri_10,Fri_11,Fri_12,Fri_13,Fri_14,Fri_15,Fri_16,Fri_17,Fri_18,Fri_19,Fri_20,Fri_21,Fri_22,Fri_23,Sat_00,Sat_01,Sat_05,Sat_06,Sat_07,Sat_08,Sat_09,Sat_10,Sat_11,Sat_12,Sat_13,Sat_14,Sat_15,Sat_16,Sat_17,Sat_18,Sat_19,Sat_20,Sat_21,Sat_22,Sat_23,Sun_00,Sun_01,Sun_05,Sun_06,Sun_07,Sun_08,Sun_09,Sun_10,Sun_11,Sun_12,Sun_13,Sun_14,Sun_15,Sun_16,Sun_17,Sun_18,Sun_19,Sun_20,Sun_21,Sun_22,Sun_23,cluster_group,daily_ppl_avg,max_people_by_hr,max_weekday,max_hour,to,from,group_name,color,lat,long,code,Eng,站名
30,8.96,0.0,0.0,8.96,51.98,141.61,96.8,57.36,43.02,62.74,69.91,53.78,51.98,46.6,62.74,80.66,68.11,53.78,51.98,55.57,26.89,7.17,0.0,0.0,12.55,57.36,163.12,111.14,62.74,43.02,57.36,69.91,50.19,43.02,46.6,62.74,91.42,55.57,41.23,35.85,46.6,12.55,5.38,0.0,0.0,8.96,55.57,155.95,98.59,48.4,37.64,50.19,75.28,48.4,43.02,44.81,60.95,86.04,53.78,43.02,39.44,48.4,14.34,7.17,0.0,0.0,8.96,55.57,179.25,109.34,60.95,39.44,60.95,66.32,48.4,39.44,43.02,55.57,86.04,68.11,43.02,44.81,50.19,23.3,12.55,0.0,0.0,8.96,60.95,175.66,107.55,50.19,39.44,50.19,75.28,59.15,62.74,77.08,102.17,116.51,80.66,60.95,66.32,64.53,32.26,10.76,0.0,0.0,3.58,17.92,84.25,60.95,51.98,57.36,69.91,71.7,51.98,50.19,53.78,66.32,69.91,53.78,41.23,50.19,51.98,34.06,12.55,0.0,0.0,5.38,21.51,46.6,46.6,37.64,43.02,51.98,60.95,48.4,55.57,53.78,80.66,68.11,80.66,73.49,71.7,57.36,30.47,2,1068.55,179.25,Thu,8,BR08,BL12,C,#6baed6,25.026124,121.54343700000001,BR08,Technology Building,科技大樓站
31,7.34,0.0,0.0,4.9,29.38,99.14,53.86,34.27,35.5,31.82,42.84,39.17,42.84,46.51,56.3,74.66,50.18,47.74,56.3,58.75,18.36,7.34,0.0,0.0,4.9,34.27,122.4,73.44,37.94,39.17,35.5,45.29,37.94,33.05,31.82,59.98,75.89,52.63,29.38,42.84,66.1,14.69,8.57,0.0,0.0,3.67,37.94,104.04,64.87,37.94,26.93,36.72,39.17,36.72,36.72,33.05,52.63,86.9,44.06,34.27,40.39,58.75,14.69,7.34,0.0,0.0,4.9,36.72,110.16,77.11,36.72,35.5,41.62,44.06,50.18,35.5,35.5,48.96,83.23,59.98,35.5,52.63,62.42,17.14,9.79,0.0,0.0,3.67,34.27,122.4,79.56,33.05,37.94,41.62,51.41,51.41,53.86,46.51,64.87,89.35,68.54,58.75,58.75,74.66,24.48,15.91,0.0,0.0,4.9,29.38,47.74,40.39,31.82,55.08,66.1,61.2,46.51,44.06,53.86,79.56,63.65,40.39,40.39,53.86,59.98,25.7,9.79,0.0,0.0,2.45,8.57,26.93,33.05,25.7,36.72,41.62,52.63,47.74,42.84,44.06,77.11,64.87,55.08,59.98,61.2,55.08,35.5,0,855.98,122.4,Fri,8,BR12,BL12,A,#08306b,25.060848,121.544226,BR12,Zhongshan Junior High School,中山國中站
32,1.36,0.0,0.0,17.68,23.12,51.68,42.84,48.28,57.8,34.68,46.92,51.68,53.04,34.0,31.96,17.68,10.2,7.48,7.48,9.52,4.08,0.68,0.0,0.0,12.24,23.8,68.0,56.44,39.44,46.92,39.44,47.6,40.8,34.0,31.96,30.6,21.76,6.8,6.12,6.8,5.44,2.72,2.04,0.0,0.0,8.16,31.28,68.0,49.64,38.76,56.44,42.16,45.56,48.96,42.16,31.28,21.76,17.68,9.52,6.12,4.76,4.08,4.08,0.0,0.0,0.0,14.96,17.68,53.04,56.44,36.04,55.08,46.24,49.64,53.72,33.32,34.0,31.28,17.0,7.48,6.12,5.44,5.44,2.04,1.36,0.0,0.0,11.56,27.88,59.16,57.12,42.84,42.16,58.48,48.96,67.32,55.76,42.84,48.96,25.16,10.88,4.76,6.8,4.76,2.72,1.36,0.0,0.0,10.2,14.28,44.88,46.24,50.32,54.4,64.6,43.52,44.2,46.24,34.68,30.6,19.04,7.48,4.76,6.12,4.08,1.36,1.36,0.0,0.0,7.48,14.28,28.56,46.92,43.52,42.16,42.84,50.32,52.36,45.56,51.0,44.2,31.28,18.36,10.88,12.24,13.6,5.44,0,549.04,68.0,Tue,8,BR13,BL12,A,#08306b,25.063021,121.551772,BR13,Songshan Airport,松山機場站
33,13.2,0.0,0.0,5.56,14.6,25.02,31.97,22.94,31.97,28.49,28.49,37.53,22.94,28.49,36.84,46.57,36.84,41.0,41.0,41.7,31.28,5.56,0.0,0.0,3.48,16.68,23.63,28.49,22.24,22.94,28.49,29.19,23.63,21.54,24.32,30.58,41.7,27.8,20.15,30.58,27.1,15.29,4.86,0.0,0.0,2.78,14.6,30.58,21.54,18.76,15.99,26.41,22.24,23.63,15.29,22.24,32.66,39.61,27.8,19.46,31.28,29.19,11.82,2.78,0.0,0.0,2.08,13.2,26.41,29.19,15.99,18.76,28.49,22.24,15.99,18.07,18.07,28.49,38.92,18.76,22.94,18.76,24.32,11.82,4.86,0.0,0.0,1.39,10.42,28.49,28.49,19.46,22.24,20.85,22.24,23.63,21.54,25.72,40.31,49.34,31.97,28.49,29.19,33.36,15.29,9.04,0.0,0.0,4.17,11.12,24.32,28.49,25.02,23.63,29.19,34.06,24.32,22.94,23.63,38.92,28.49,23.63,19.46,22.94,30.58,18.07,16.68,0.0,0.0,1.39,9.73,22.94,21.54,15.29,22.24,23.63,32.66,30.58,25.02,30.58,35.44,47.26,52.12,52.12,69.5,59.08,57.68,1,474.13,69.5,Sun,21,BR14,BL12,B,#2171b5,25.079476,121.546894,BR14,Dazhi,大直站
34,5.27,0.0,0.0,2.63,11.41,36.0,29.85,23.71,22.83,21.07,28.1,30.73,21.95,19.32,28.1,40.39,24.58,22.83,20.19,25.46,8.78,2.63,0.0,0.0,2.63,14.05,41.27,20.19,21.95,24.58,18.44,21.07,26.34,17.56,21.07,36.0,35.12,25.46,21.07,18.44,20.19,7.9,4.39,0.0,0.0,2.63,13.17,46.53,50.92,32.49,37.75,30.73,26.34,24.58,29.85,26.34,32.49,47.41,25.46,15.8,14.05,19.32,10.54,3.51,0.0,0.0,4.39,12.29,41.27,28.1,19.32,28.97,22.83,26.34,21.95,20.19,24.58,24.58,40.39,26.34,17.56,21.95,21.95,7.9,4.39,0.0,0.0,2.63,12.29,36.0,22.83,19.32,21.95,24.58,29.85,32.49,25.46,29.85,43.02,57.95,39.51,29.85,27.22,27.22,12.29,2.63,0.0,0.0,3.51,7.02,14.05,26.34,40.39,79.02,53.56,42.14,45.66,38.63,46.53,87.8,63.22,27.22,21.95,21.95,25.46,14.05,1.76,0.0,0.0,3.51,5.27,10.54,28.1,42.14,86.92,55.31,43.9,22.83,34.24,40.39,62.34,48.29,35.12,33.36,37.75,22.83,13.17,2,501.41,87.8,Sat,17,BR15,BL12,C,#6baed6,25.084853,121.55559199999999,BR15,Jiannan Road,劍南路站
35,4.45,0.0,0.0,4.45,28.92,180.23,129.05,37.83,26.7,31.15,33.38,28.92,24.48,22.25,33.38,37.83,35.6,28.92,26.7,40.05,17.8,2.22,0.0,0.0,6.68,37.83,222.5,149.08,53.4,26.7,28.92,35.6,26.7,17.8,20.02,20.02,35.6,28.92,17.8,20.02,24.48,8.9,4.45,0.0,0.0,6.68,31.15,186.9,142.4,31.15,28.92,31.15,46.72,22.25,15.58,20.02,31.15,40.05,31.15,15.58,17.8,24.48,8.9,2.22,0.0,0.0,6.68,31.15,191.35,142.4,44.5,26.7,31.15,35.6,28.92,20.02,15.58,28.92,35.6,28.92,15.58,22.25,28.92,11.12,8.9,0.0,0.0,6.68,26.7,178.0,135.72,44.5,31.15,31.15,40.05,31.15,22.25,24.48,28.92,42.28,40.05,24.48,26.7,37.83,17.8,8.9,0.0,0.0,2.22,6.68,22.25,22.25,24.48,24.48,26.7,40.05,33.38,26.7,20.02,28.92,33.38,26.7,22.25,26.7,33.38,15.58,6.68,0.0,0.0,2.22,4.45,11.12,15.58,17.8,17.8,20.02,24.48,15.58,17.8,24.48,44.5,42.28,37.83,42.28,46.72,37.83,17.8,2,675.23,222.5,Tue,8,BR16,BL12,C,#6baed6,25.082133,121.567213,BR16,Xihu,西湖站
36,4.96,0.0,0.0,3.97,12.9,88.33,79.4,38.71,27.79,23.82,33.75,28.78,24.81,25.8,28.78,41.68,34.74,35.73,39.7,53.6,17.86,5.96,0.0,0.0,3.97,13.9,99.25,70.47,31.76,22.83,28.78,39.7,24.81,26.8,22.83,29.78,48.63,42.68,21.84,29.78,49.62,12.9,2.98,0.0,0.0,2.98,13.9,94.29,77.42,36.72,30.77,26.8,34.74,25.8,23.82,24.81,27.79,50.62,46.65,27.79,32.75,48.63,12.9,4.96,0.0,0.0,2.98,14.89,90.32,72.45,35.73,45.66,28.78,39.7,28.78,23.82,17.86,30.77,42.68,37.72,27.79,40.69,46.65,13.9,8.93,0.0,0.0,2.98,15.88,99.25,63.52,36.72,31.76,25.8,37.72,28.78,25.8,22.83,34.74,52.6,43.67,38.71,42.68,67.49,26.8,6.95,0.0,0.0,2.98,3.97,11.91,15.88,15.88,16.87,25.8,29.78,22.83,23.82,23.82,42.68,37.72,28.78,32.75,30.77,47.64,21.84,8.93,0.0,0.0,2.98,5.96,20.84,39.7,25.8,23.82,18.86,24.81,19.85,20.84,34.74,35.73,49.62,44.66,45.66,54.59,52.6,20.84,2,608.17,99.25,Tue,8,BR17,BL12,C,#6baed6,25.080038000000002,121.575102,BR17,Gangqian,港墘站
37,4.07,0.0,0.0,0.37,4.81,3.7,3.33,6.29,4.07,8.14,5.18,8.88,8.88,11.47,17.02,28.86,22.94,21.46,22.94,25.9,9.62,4.07,0.37,0.0,0.37,6.66,5.18,5.18,2.96,5.92,6.29,7.4,6.66,5.92,12.58,15.17,23.31,21.46,12.58,21.46,33.3,5.55,3.33,0.0,0.0,0.37,6.66,6.29,6.29,5.92,3.7,4.44,6.66,10.73,9.62,9.25,15.17,24.42,16.28,11.47,18.87,28.86,7.4,2.22,0.0,0.0,0.37,8.14,5.92,6.29,7.4,5.55,5.18,9.99,5.18,9.62,11.47,13.32,25.53,22.57,12.95,18.13,27.38,8.14,5.55,0.0,0.0,0.37,7.03,5.92,6.29,5.18,5.55,7.03,10.36,9.62,12.58,14.06,19.24,28.49,25.16,22.2,25.9,37.0,12.95,7.77,0.0,0.0,1.11,1.48,1.85,7.4,6.29,7.77,12.58,15.54,14.8,18.13,9.25,17.39,19.24,18.5,14.43,20.35,26.64,15.91,5.92,0.0,0.0,0.74,1.85,1.85,6.66,6.29,11.47,8.88,15.54,13.32,13.32,11.1,31.82,35.15,25.53,28.12,21.09,18.87,8.88,1,226.24,37.0,Fri,22,BR18,BL12,B,#2171b5,25.078548,121.58552399999999,BR18,Wende,文德站
38,4.28,0.71,0.0,1.43,3.57,3.57,7.85,9.28,9.28,11.42,10.0,12.85,13.57,19.28,27.85,46.41,35.7,24.99,29.99,47.84,12.85,2.86,0.0,0.0,1.43,2.86,5.0,8.57,8.57,10.71,11.42,9.28,9.28,14.28,14.99,24.99,38.56,32.84,20.71,29.27,57.83,14.99,3.57,0.0,0.0,0.0,3.57,4.28,5.0,5.0,5.71,12.85,13.57,14.28,14.28,17.14,27.85,45.7,37.84,29.27,28.56,63.55,18.56,4.28,0.0,0.0,0.71,2.14,2.86,7.85,8.57,10.0,10.71,8.57,10.71,12.85,17.85,24.99,46.41,37.13,26.42,30.7,49.27,19.28,7.85,1.43,0.0,1.43,2.86,6.43,9.28,9.28,10.71,9.28,14.99,17.14,22.13,22.85,31.42,53.55,45.7,29.99,40.7,71.4,30.7,4.28,0.71,0.0,2.14,2.14,7.85,10.71,15.71,14.28,11.42,25.7,18.56,24.28,23.56,38.56,43.55,34.99,33.56,44.27,39.98,22.13,7.85,0.71,0.0,2.14,2.14,6.43,13.57,14.99,32.84,12.85,27.13,25.7,21.42,29.99,42.84,46.41,42.84,40.7,39.98,38.56,14.99,1,379.08,71.4,Fri,22,BR19,BL12,B,#2171b5,25.083496,121.594205,BR19,Neihu,內湖站
39,0.87,0.0,0.0,0.0,1.74,2.61,2.32,4.35,3.19,2.61,5.22,4.64,4.06,5.8,9.86,11.6,12.18,9.28,8.41,15.37,5.8,1.45,0.58,0.0,0.29,0.87,1.74,2.03,3.19,2.9,3.48,1.74,2.61,4.06,6.09,10.15,10.44,11.89,9.86,13.63,17.98,5.8,1.16,0.29,0.0,0.0,0.0,1.16,2.61,6.09,2.9,4.35,4.64,3.77,2.9,6.38,14.21,12.18,11.6,11.6,11.6,19.72,4.93,1.16,0.29,0.0,0.87,0.0,0.87,5.8,3.48,2.61,2.03,3.19,3.48,2.9,6.96,8.12,12.76,9.57,11.6,12.47,20.59,6.96,2.9,0.29,0.0,0.0,0.0,1.45,1.74,2.9,1.74,3.19,4.06,6.09,6.96,6.67,12.47,13.92,11.89,11.31,12.76,29.0,9.86,2.03,0.29,0.0,0.0,0.87,6.09,5.22,6.38,5.8,4.35,4.93,7.25,8.99,8.41,13.92,12.18,10.15,10.15,10.73,18.85,7.54,2.61,0.58,0.0,0.0,0.29,4.64,6.96,12.76,21.75,11.89,15.08,11.89,11.6,12.76,9.57,14.21,14.79,13.63,11.89,14.21,4.64,1,133.94,29.0,Fri,22,BR20,BL12,B,#2171b5,25.083009,121.60526200000001,BR20,Dahu Park,大湖公園站
40,2.71,0.0,0.0,0.68,8.81,9.49,7.46,8.14,4.75,8.14,8.81,8.81,12.2,16.95,27.12,34.58,30.51,21.02,25.76,46.1,11.53,2.71,0.0,0.0,1.36,10.85,7.46,8.14,7.46,5.42,5.42,11.53,12.88,14.24,15.59,27.8,37.29,29.83,23.73,23.05,46.1,12.88,3.39,0.0,0.0,2.71,10.85,7.46,6.78,5.42,6.1,4.07,12.2,12.2,12.88,14.24,27.12,39.32,25.09,23.73,29.83,44.75,10.17,3.39,0.0,0.0,1.36,9.49,9.49,8.81,4.75,5.42,4.75,9.49,10.17,12.2,13.56,25.76,35.93,31.87,23.05,23.05,52.21,8.81,4.75,0.68,0.0,0.68,8.14,10.85,7.46,8.14,4.07,8.81,10.85,12.88,14.92,17.63,31.19,42.71,32.54,22.37,31.87,67.8,19.66,4.07,0.68,0.0,0.0,2.03,12.2,7.46,5.42,9.49,12.2,14.92,12.88,16.27,15.59,31.87,33.9,20.34,20.34,26.44,36.61,18.31,3.39,0.68,0.0,0.0,3.39,7.46,4.07,6.78,7.46,7.46,12.2,10.17,14.24,21.7,35.93,40.0,35.26,33.22,33.9,33.9,14.92,1,310.66,67.8,Fri,22,BR21,BL12,B,#2171b5,25.072716,121.607155,BR21,Huzhou,葫洲站
41,5.99,1.0,0.0,1.0,5.99,4.99,2.99,5.99,4.99,9.98,11.98,11.98,13.97,19.96,31.94,46.91,49.9,36.93,36.93,66.87,14.97,2.0,1.0,0.0,1.0,4.99,5.99,2.99,5.99,7.98,7.98,7.98,10.98,14.97,23.95,33.93,51.9,53.89,31.94,37.92,68.86,16.97,3.99,0.0,0.0,1.0,5.99,5.99,4.99,5.99,8.98,6.99,9.98,12.97,12.97,19.96,32.93,55.89,49.9,36.93,47.9,67.86,15.97,3.99,1.0,0.0,0.0,4.99,4.99,3.99,2.99,5.99,8.98,11.98,15.97,16.97,19.96,38.92,56.89,46.91,35.93,45.91,75.85,18.96,7.98,1.0,0.0,0.0,3.99,7.98,4.99,5.99,7.98,10.98,14.97,18.96,17.96,29.94,37.92,56.89,51.9,46.91,55.89,99.8,20.96,4.99,0.0,0.0,1.0,2.99,6.99,3.99,5.99,8.98,10.98,25.95,18.96,22.95,25.95,45.91,50.9,40.92,39.92,50.9,70.86,21.96,4.99,0.0,0.0,2.0,2.99,3.99,3.99,4.99,7.98,9.98,17.96,20.96,24.95,38.92,51.9,46.91,45.91,31.94,48.9,47.9,16.97,1,427.22,99.8,Fri,22,BR22,BL12,B,#2171b5,25.067126000000002,121.611718,BR22,Donghu,東湖站
42,0.0,0.0,0.0,0.98,3.43,17.15,5.39,2.7,3.18,3.68,5.64,4.16,4.41,3.18,6.37,6.62,4.16,3.43,2.45,3.92,0.74,0.49,0.0,0.0,0.49,7.84,24.5,4.9,5.39,4.16,5.88,3.43,4.16,3.18,4.9,10.04,7.35,3.68,2.7,2.45,4.16,0.98,0.0,0.0,0.0,0.49,6.62,23.28,6.37,2.94,4.9,5.39,7.84,7.6,4.41,3.43,4.41,4.41,4.16,3.43,2.94,4.9,0.74,0.74,0.0,0.0,0.49,5.39,24.5,7.84,3.92,5.39,6.62,12.25,4.9,3.92,6.37,5.88,7.35,4.9,2.94,4.66,5.14,1.23,0.24,0.0,0.0,0.49,8.09,22.05,5.88,6.37,5.14,6.12,7.1,6.86,4.16,5.14,7.84,9.8,6.12,3.43,5.39,7.6,1.47,0.0,0.24,0.0,0.24,0.74,0.98,3.18,2.94,6.12,3.92,7.35,5.88,3.68,7.35,10.29,9.06,4.41,3.92,4.16,8.09,1.23,0.74,0.0,0.0,0.24,1.72,0.98,2.94,2.2,2.7,3.43,6.37,5.88,5.88,2.45,9.56,7.35,7.1,5.39,3.92,2.45,1.72,2,96.38,24.5,Tue,8,BR23,BL12,C,#6baed6,25.059942000000003,121.61592900000001,BR23,Nangang Software Park,南港軟體園區站
43,13.1,1.09,0.0,10.92,19.66,16.38,30.58,25.12,39.31,32.76,39.31,37.13,42.59,48.05,60.06,72.07,67.7,68.8,72.07,74.26,29.48,12.01,1.09,0.0,7.64,25.12,19.66,24.02,24.02,24.02,25.12,27.3,26.21,28.39,39.31,51.32,62.24,52.42,56.78,61.15,75.35,26.21,12.01,0.0,0.0,8.74,22.93,17.47,19.66,24.02,21.84,20.75,25.12,29.48,27.3,28.39,61.15,68.8,62.24,58.97,74.26,70.98,26.21,13.1,0.0,0.0,5.46,27.3,24.02,19.66,20.75,19.66,24.02,28.39,21.84,28.39,44.77,50.23,77.53,74.26,60.06,76.44,80.81,27.3,16.38,1.09,0.0,9.83,21.84,24.02,25.12,27.3,22.93,21.84,26.21,32.76,39.31,41.5,72.07,78.62,85.18,79.72,86.27,109.2,45.86,15.29,0.0,0.0,6.55,20.75,34.94,41.5,54.6,37.13,50.23,46.96,53.51,65.52,76.44,74.26,79.72,65.52,64.43,72.07,90.64,49.14,9.83,1.09,0.0,9.83,16.38,27.3,55.69,88.45,104.83,105.92,67.7,74.26,76.44,73.16,81.9,97.19,99.37,79.72,91.73,79.72,46.96,1,860.62,109.2,Fri,22,G01,BL12,B,#2171b5,24.95894,121.53858100000001,G01,Xindian,新店站
44,16.32,0.0,0.0,10.39,19.29,43.04,34.13,20.78,26.71,31.16,34.13,32.65,43.04,56.39,81.62,117.24,97.94,96.46,99.43,112.78,54.91,14.84,1.48,0.0,7.42,22.26,34.13,31.16,22.26,23.74,25.23,26.71,31.16,41.55,50.46,68.26,120.2,78.65,86.07,84.59,102.4,40.07,14.84,0.0,0.0,4.45,22.26,28.2,28.2,19.29,17.81,20.78,29.68,31.16,44.52,44.52,75.68,99.43,90.52,87.56,83.1,112.78,43.04,17.81,0.0,0.0,7.42,23.74,31.16,26.71,16.32,17.81,28.2,29.68,38.58,40.07,41.55,66.78,108.33,92.01,87.56,81.62,106.85,54.91,17.81,1.48,0.0,5.94,23.74,29.68,31.16,22.26,25.23,23.74,37.1,41.55,48.97,54.91,96.46,126.14,103.88,108.33,111.3,148.4,68.26,25.23,1.48,0.0,7.42,16.32,22.26,31.16,29.68,34.13,44.52,40.07,46.0,51.94,66.78,77.17,93.49,89.04,97.94,92.01,112.78,65.3,20.78,1.48,0.0,5.94,7.42,13.36,22.26,19.29,23.74,38.58,40.07,40.07,59.36,75.68,111.3,127.62,140.98,132.08,123.17,117.24,75.68,1,1016.98,148.4,Fri,22,G02,BL12,B,#2171b5,24.967385999999998,121.541,G02,Xindian District Office,新店市公所站
45,20.3,0.0,0.0,11.84,37.22,57.53,57.53,40.61,35.53,43.99,50.76,55.84,62.6,81.22,109.98,145.51,104.9,113.36,120.13,126.9,60.91,16.92,0.0,0.0,13.54,38.92,67.68,57.53,38.92,30.46,35.53,42.3,47.38,54.14,59.22,96.44,138.74,89.68,93.06,94.75,118.44,54.14,11.84,0.0,0.0,11.84,38.92,50.76,43.99,25.38,27.07,33.84,49.07,43.99,43.99,64.3,77.83,123.52,104.9,108.29,96.44,115.06,60.91,11.84,0.0,0.0,11.84,33.84,52.45,45.68,23.69,32.15,32.15,40.61,42.3,47.38,52.45,82.91,115.06,106.6,103.21,103.21,116.75,59.22,25.38,0.0,0.0,8.46,35.53,45.68,43.99,27.07,30.46,35.53,42.3,52.45,62.6,76.14,131.98,138.74,123.52,128.59,125.21,169.2,94.75,25.38,0.0,0.0,10.15,15.23,27.07,42.3,50.76,45.68,54.14,62.6,71.06,77.83,86.29,111.67,125.21,109.98,113.36,115.06,133.67,87.98,25.38,1.69,0.0,8.46,11.84,27.07,37.22,28.76,32.15,45.68,55.84,57.53,79.52,109.98,137.05,153.97,159.05,165.82,150.59,143.82,94.75,1,1295.35,169.2,Fri,22,G03,BL12,B,#2171b5,24.974979,121.543102,G03,Qizhang,七張站
46,2.9,0.0,0.0,0.0,1.29,1.93,6.13,5.16,5.8,8.38,6.13,8.38,11.61,10.64,22.9,32.25,21.93,15.8,12.58,23.54,9.67,1.29,0.0,0.0,0.64,2.26,1.93,4.84,4.19,4.19,5.16,4.84,5.16,7.42,10.0,9.67,16.12,14.19,8.38,9.03,23.22,5.48,0.64,0.0,0.0,0.32,1.29,2.26,2.9,1.61,3.55,5.16,4.52,5.48,8.71,7.1,12.58,23.22,13.54,10.64,12.58,24.19,5.16,1.61,0.0,0.0,0.32,1.93,1.29,6.13,4.19,1.29,4.19,7.1,5.16,8.06,6.13,9.67,20.64,17.09,15.16,9.67,19.35,7.74,0.97,0.0,0.0,0.64,0.64,2.26,4.19,1.93,2.9,6.13,8.38,7.74,8.71,7.74,15.8,22.58,20.0,17.42,14.19,27.74,15.16,1.93,0.0,0.0,1.29,12.9,27.74,5.16,3.55,9.35,4.84,9.67,12.9,13.22,11.93,22.58,17.09,14.84,17.74,14.84,16.45,10.32,2.26,0.0,0.0,0.0,1.61,6.13,3.87,9.35,4.52,6.45,8.06,10.64,10.32,16.77,23.22,18.38,15.16,23.86,20.0,13.22,11.29,1,179.42,32.25,Mon,18,G03A,BL12,B,#2171b5,24.972008,121.53048700000001,G03A,Xiaobitan,小碧潭站
47,22.23,0.0,0.0,18.81,47.88,133.38,100.89,66.69,54.72,63.27,61.56,66.69,78.66,90.63,112.86,147.06,126.54,117.99,114.57,124.83,47.88,15.39,0.0,0.0,20.52,61.56,160.74,129.96,80.37,46.17,58.14,66.69,54.72,59.85,66.69,90.63,126.54,95.76,76.95,88.92,104.31,39.33,13.68,0.0,0.0,15.39,59.85,141.93,126.54,59.85,42.75,61.56,66.69,58.14,66.69,58.14,99.18,138.51,106.02,87.21,102.6,119.7,41.04,15.39,0.0,0.0,17.1,58.14,141.93,129.96,58.14,41.04,54.72,66.69,64.98,61.56,63.27,92.34,155.61,114.57,88.92,94.05,111.15,46.17,25.65,0.0,0.0,15.39,54.72,133.38,119.7,59.85,42.75,58.14,68.4,82.08,70.11,87.21,147.06,164.16,143.64,129.96,133.38,171.0,61.56,27.36,1.71,0.0,6.84,35.91,71.82,82.08,70.11,82.08,82.08,66.69,75.24,83.79,102.6,114.57,128.25,106.02,109.44,116.28,124.83,58.14,27.36,0.0,0.0,10.26,22.23,44.46,41.04,41.04,73.53,56.43,70.11,61.56,90.63,112.86,164.16,157.32,165.87,162.45,159.03,147.06,75.24,0,1568.7,171.0,Fri,22,G04,BL12,A,#08306b,24.982785999999997,121.54103300000001,G04,Dapinglin,大坪林站
48,19.55,0.0,0.0,11.73,44.96,93.84,70.38,60.6,50.83,70.38,64.52,70.38,66.47,89.93,117.3,172.04,132.94,150.54,134.89,125.12,68.42,11.73,0.0,0.0,13.68,58.65,97.75,74.29,48.88,41.06,62.56,56.69,66.47,56.69,66.47,103.62,170.08,123.16,109.48,105.57,107.52,43.01,17.6,0.0,0.0,15.64,54.74,82.11,60.6,39.1,33.24,52.78,50.83,60.6,64.52,60.6,91.88,170.08,117.3,115.34,115.34,109.48,43.01,15.64,1.96,0.0,11.73,48.88,80.16,62.56,37.15,35.19,50.83,52.78,54.74,58.65,54.74,97.75,168.13,119.26,121.21,119.26,117.3,48.88,25.42,1.96,0.0,15.64,50.83,78.2,66.47,44.96,37.15,58.65,60.6,66.47,80.16,97.75,123.16,193.54,144.67,154.44,148.58,160.31,72.33,29.32,0.0,0.0,17.6,87.98,86.02,78.2,56.69,62.56,70.38,78.2,86.02,84.06,101.66,132.94,142.72,130.99,121.21,119.26,140.76,68.42,25.42,0.0,0.0,29.32,78.2,48.88,48.88,56.69,56.69,64.52,68.42,89.93,99.7,123.16,154.44,195.5,187.68,183.77,179.86,144.67,72.33,1,1574.56,195.5,Sun,18,G05,BL12,B,#2171b5,24.993524,121.54081699999999,G05,Jingmei,景美站
49,16.7,0.0,0.0,10.73,15.5,27.43,28.62,23.85,31.01,31.01,31.01,47.7,54.86,52.47,81.09,102.56,90.63,77.51,76.32,90.63,52.47,14.31,0.0,0.0,10.73,19.08,25.04,26.24,16.7,19.08,22.66,26.24,35.78,38.16,45.32,71.55,96.59,84.67,65.59,76.32,62.01,29.81,15.5,0.0,0.0,8.35,17.89,20.27,23.85,10.73,16.7,20.27,23.85,31.01,33.39,53.66,62.01,96.59,83.48,67.97,71.55,73.94,27.43,11.92,0.0,0.0,7.15,16.7,19.08,25.04,14.31,14.31,21.46,26.24,35.78,40.54,39.35,66.78,89.44,89.44,67.97,76.32,73.94,32.2,22.66,0.0,0.0,8.35,17.89,17.89,27.43,15.5,19.08,23.85,29.81,38.16,48.89,60.82,82.28,104.94,100.17,94.21,96.59,107.32,48.89,22.66,0.0,0.0,7.15,11.92,16.7,23.85,25.04,23.85,32.2,36.97,41.74,50.08,54.86,67.97,75.13,66.78,87.05,96.59,100.17,44.12,17.89,0.0,0.0,7.15,9.54,9.54,25.04,21.46,17.89,33.39,36.97,50.08,47.7,76.32,96.59,94.21,106.13,119.25,116.86,116.86,58.43,1,880.43,119.25,Sun,20,G06,BL12,B,#2171b5,24.999282,121.540237,G06,Wanlong,萬隆站
